record,group,seg,t0_s,n_gt,TP,FP,FN,F1,bad,p_bad_oof,sampen,kurtosis,spec_entropy,band_ratio,rr_cv,rr_plaus,bsqi,n_det,psd_fhr,tau_acf,peak_prob_mean,prob_max
B1_05,B1,6,24.0,9,9,0,0,100.000000,0,0.000599,0.870729,9.76562,0.761181,0.649598,0.0066047,1,1,9,0.130115,3,0.995251,0.99786
B1_05,B1,7,28.0,10,10,0,0,100.000000,0,0.000836,0.781903,8.16381,0.769344,0.6746,0.00702675,1,0.9,10,0.142913,3,0.994415,0.998128
B1_05,B1,8,32.0,9,9,0,0,100.000000,0,0.000599,0.887934,9.55727,0.756956,0.680503,0.00665205,1,1,9,0.160804,3,0.996971,0.997398
B1_05,B1,9,36.0,10,10,0,0,100.000000,0,0.000762,0.768017,10.4758,0.751085,0.668961,0.0054015,1,1,10,0.148591,3,0.995098,0.997946
B1_05,B1,10,40.0,9,9,0,0,100.000000,0,0.000602,0.837606,7.31802,0.764463,0.733385,0.00570253,1,0.888889,9,0.134939,3,0.996883,0.99827
B1_05,B1,11,44.0,10,10,0,0,100.000000,0,0.001131,0.768331,7.39566,0.756737,0.693953,0.00446124,1,1,10,0.196375,3,0.996558,0.997894
B1_05,B1,12,48.0,9,9,0,0,100.000000,0,0.000599,0.880602,9.60515,0.77063,0.662249,0.00813169,1,1,9,0.127907,3,0.996283,0.998271
B1_05,B1,13,52.0,10,10,0,0,100.000000,0,0.006225,0.768325,8.12132,0.731648,0.695579,0.0132433,1,0.777778,10,0.0385064,3,0.997619,0.998192
B1_05,B1,14,56.0,9,9,0,0,100.000000,0,0.000555,0.823434,9.32487,0.759761,0.689173,0.00769519,1,1,9,0.207594,3,0.997711,0.998296
B1_05,B1,15,60.0,9,9,0,0,100.000000,0,0.002982,0.828814,9.35314,0.761722,0.741148,0.0129785,1,1,9,0.170733,3,0.996571,0.998141
B1_05,B1,16,64.0,9,9,0,0,100.000000,0,0.010670,0.795498,8.77195,0.764082,0.639238,0.0134634,1,1,9,0.201117,3,0.993312,0.998647
B1_05,B1,17,68.0,10,10,0,0,100.000000,0,0.000698,0.838734,7.84241,0.760561,0.700108,0.00580786,1,0.888889,10,0.122283,3,0.994282,0.998172
B1_05,B1,18,72.0,9,9,0,0,100.000000,0,0.000530,0.644161,9.2117,0.72446,0.749908,0.00401868,1,0.823529,9,0.0863085,3,0.996226,0.998422
B1_05,B1,19,76.0,9,9,0,0,100.000000,0,0.000670,0.628081,10.2973,0.762269,0.684472,0.00805605,1,0.888889,9,0.189872,3,0.989084,0.998138
B1_05,B1,20,80.0,10,10,0,0,100.000000,0,0.000533,0.66295,11.2637,0.772436,0.661404,0.00462475,1,0.947368,10,0.181273,3,0.996351,0.998516
B1_05,B1,21,84.0,9,9,0,0,100.000000,0,0.000439,0.623936,13.5306,0.75266,0.699489,0.00642187,1,1,9,0.176618,3,0.996754,0.998422
B1_05,B1,22,88.0,9,9,0,0,100.000000,0,0.000168,0.608871,13.2556,0.749233,0.70465,0.00648722,1,1,9,0.221655,3,0.995789,0.998807
B1_05,B1,23,92.0,9,9,0,0,100.000000,0,0.000177,0.598518,13.4499,0.733442,0.692387,0.00651711,1,1,9,0.177493,3,0.996815,0.99869
B1_05,B1,24,96.0,9,9,0,0,100.000000,0,0.002035,0.784701,11.3076,0.756072,0.724327,0.00605435,1,1,9,0.20092,3,0.996593,0.998457
B1_05,B1,25,100.0,9,9,0,0,100.000000,0,0.000437,0.74979,10.1776,0.765302,0.664005,0.00716992,1,1,9,0.208909,3,0.993206,0.998594
B1_05,B1,26,104.0,10,10,0,0,100.000000,0,0.000617,0.683767,9.29453,0.765891,0.706722,0.00766733,1,0.842105,10,0.186389,3,0.997444,0.998358
B1_05,B1,27,108.0,9,9,0,0,100.000000,0,0.000597,0.693552,10.2269,0.760238,0.698814,0.00462963,1,0.888889,9,0.19751,3,0.99628,0.998549
B1_05,B1,28,112.0,9,9,0,0,100.000000,0,0.001049,0.720926,9.84095,0.762208,0.647735,0.00783733,1,1,9,0.199794,3,0.995405,0.998192
B1_05,B1,29,116.0,9,9,0,0,100.000000,0,0.003145,0.722052,12.476,0.771396,0.674638,0.0113395,1,1,9,0.156128,3,0.997482,0.998239
B1_05,B1,30,120.0,9,9,0,0,100.000000,0,0.000190,0.529289,11.1454,0.767939,0.697225,0.00628539,1,0.777778,9,0.208445,3,0.995667,0.998675
B1_05,B1,31,124.0,9,9,0,0,100.000000,0,0.000267,0.4694,13.0186,0.767186,0.703639,0.00993808,1,0.888889,9,0.194519,3,0.997183,0.998671
B1_05,B1,32,128.0,8,8,0,0,100.000000,0,0.002692,0.607174,17.5671,0.772194,0.67128,0.0164066,1,1,8,0.201045,3,0.997994,0.998344
B1_05,B1,33,132.0,9,9,0,0,100.000000,0,0.000618,0.592248,14.0267,0.76829,0.699962,0.0105868,1,1,9,0.1682,3,0.997783,0.998658
B1_05,B1,34,136.0,9,9,0,0,100.000000,0,0.000182,0.505662,11.3767,0.761993,0.653297,0.00880938,1,1,9,0.258823,3,0.995683,0.998686
B1_05,B1,35,140.0,9,9,0,0,100.000000,0,0.000423,0.457961,13.2169,0.757498,0.682428,0.00628539,1,1,9,0.202913,3,0.996917,0.998566
B1_05,B1,36,144.0,9,9,0,0,100.000000,0,0.000182,0.448655,9.81989,0.732561,0.71546,0.00821284,1,1,9,0.224251,3,0.997301,0.998672
B1_05,B1,37,148.0,9,9,0,0,100.000000,0,0.000272,0.463621,13.807,0.771823,0.680033,0.00617954,1,1,9,0.238859,3,0.993555,0.9979
B1_05,B1,38,152.0,9,9,0,0,100.000000,0,0.000691,0.434584,15.7099,0.729447,0.707637,0.0107434,1,0.823529,9,0.173232,3,0.997255,0.99876
B1_05,B1,39,156.0,8,8,0,0,100.000000,0,0.000260,0.482021,18.6324,0.740496,0.690869,0.00432472,1,0.933333,8,0.153032,3,0.994591,0.998667
B1_05,B1,40,160.0,9,9,0,0,100.000000,0,0.000281,0.489524,11.0438,0.751075,0.706717,0.00924934,1,0.888889,9,0.235362,3,0.996291,0.998393
B1_05,B1,41,164.0,9,9,0,0,100.000000,0,0.000377,0.568829,13.9522,0.765509,0.671549,0.00434783,1,1,9,0.181789,3,0.99703,0.998431
B1_05,B1,42,168.0,9,9,0,0,100.000000,0,0.000219,0.508453,11.2566,0.758088,0.673831,0.00865567,1,0.888889,9,0.17368,3,0.992595,0.998635
B1_05,B1,43,172.0,8,8,0,0,100.000000,0,0.000483,0.551733,11.1972,0.740765,0.624981,0.0102821,1,1,8,0.194007,3,0.995614,0.998416
B1_05,B1,44,176.0,9,9,0,0,100.000000,0,0.000301,0.459875,12.7536,0.755365,0.666262,0.00440529,1,1,9,0.218423,3,0.998084,0.998509
B1_05,B1,45,180.0,8,8,0,0,100.000000,0,0.001811,0.577313,17.457,0.771567,0.622626,0.0368738,1,1,8,0.18255,3,0.998272,0.998588
B1_05,B1,46,184.0,9,9,0,0,100.000000,0,0.006715,0.536699,11.2598,0.749404,0.695742,0.0231411,1,0.705882,9,0.203248,3,0.996064,0.998426
B1_05,B1,47,188.0,10,10,0,0,100.000000,0,0.002844,0.47924,15.1659,0.75676,0.733387,0.0136092,1,1,10,0.191981,3,0.997998,0.998363
B1_05,B1,48,192.0,10,10,0,0,100.000000,0,0.000250,0.472072,11.1242,0.74389,0.716694,0.00489829,1,0.9,10,0.268236,3,0.996135,0.997952
B1_05,B1,49,196.0,10,10,0,0,100.000000,0,0.000311,0.473937,13.8068,0.766154,0.686166,0.00649351,1,1,10,0.232648,3,0.996675,0.998445
B1_05,B1,50,200.0,9,9,0,0,100.000000,0,0.000494,0.464611,14.5147,0.76211,0.649466,0.00898933,1,0.888889,9,0.184607,3,0.995417,0.998187
B1_05,B1,51,204.0,10,10,0,0,100.000000,0,0.000267,0.401386,14.5936,0.750483,0.654908,0.00457674,1,1,10,0.207594,3,0.997323,0.998306
B1_05,B1,52,208.0,10,10,0,0,100.000000,0,0.000487,0.465747,16.2074,0.76426,0.680669,0.00608919,1,1,10,0.187911,3,0.997389,0.998423
B1_05,B1,53,212.0,9,9,0,0,100.000000,0,0.000264,0.571682,13.7423,0.755609,0.645238,0.00742568,1,1,9,0.174285,3,0.997032,0.998037
B1_05,B1,54,216.0,10,10,0,0,100.000000,0,0.000288,0.479907,12.4364,0.761561,0.680103,0.00765466,1,0.947368,10,0.156609,3,0.996395,0.998056
B1_05,B1,55,220.0,9,9,0,0,100.000000,0,0.000308,0.468172,8.99961,0.757061,0.670399,0.00405633,1,0.888889,9,0.224704,3,0.993349,0.998299
B1_05,B1,56,224.0,9,9,0,0,100.000000,0,0.000399,0.48594,14.2278,0.762678,0.690799,0.00469484,1,0.888889,9,0.189392,3,0.997364,0.998104
B1_05,B1,57,228.0,10,10,0,0,100.000000,0,0.000299,0.423835,12.8721,0.730899,0.693854,0.0092114,1,1,10,0.196962,3,0.99126,0.998621
B1_05,B1,58,232.0,9,9,0,0,100.000000,0,0.000172,0.543476,16.1504,0.757828,0.657767,0.00737308,1,1,9,0.163153,3,0.997756,0.998621
B1_05,B1,59,236.0,10,10,0,0,100.000000,0,0.000441,0.508706,13.1287,0.764454,0.675576,0.0054535,1,1,10,0.187536,3,0.995884,0.998312
B1_05,B1,60,240.0,9,9,0,0,100.000000,0,0.000248,0.407409,10.5836,0.742666,0.693838,0.00423484,1,0.888889,9,0.23147,3,0.996783,0.998264
B1_05,B1,61,244.0,10,10,0,0,100.000000,0,0.000253,0.522105,11.8133,0.768326,0.680549,0.00757074,1,0.947368,10,0.216233,3,0.993719,0.998389
B1_05,B1,62,248.0,10,10,0,0,100.000000,0,0.000311,0.482617,11.4654,0.762732,0.714522,0.00591721,1,0.947368,10,0.208822,3,0.995482,0.998476
B1_05,B1,63,252.0,9,9,0,0,100.000000,0,0.000166,0.452669,12.174,0.769138,0.717931,0.00616725,1,0.888889,9,0.215966,3,0.997245,0.998712
B1_05,B1,64,256.0,9,9,0,0,100.000000,0,0.000427,0.469267,17.3593,0.77049,0.699457,0.00450871,1,1,9,0.202558,3,0.997327,0.998199
B1_05,B1,65,260.0,9,9,0,0,100.000000,0,0.000551,0.450471,12.0891,0.77095,0.733888,0.013663,1,0.777778,9,0.250179,3,0.996788,0.998643
B1_05,B1,66,264.0,10,10,0,0,100.000000,0,0.000172,0.550302,12.4241,0.767118,0.673646,0.00609756,1,0.947368,10,0.226021,3,0.996627,0.998605
B1_05,B1,67,268.0,9,9,0,0,100.000000,0,0.000164,0.514988,12.8334,0.77068,0.685668,0.00783733,1,1,9,0.256039,3,0.997659,0.998588
B1_05,B1,68,272.0,9,9,0,0,100.000000,0,0.000153,0.555143,14.2272,0.767151,0.722539,0.00434678,1,0.823529,9,0.235027,3,0.997787,0.998583
B1_05,B1,69,276.0,9,9,0,0,100.000000,0,0.002926,0.51046,10.928,0.761825,0.723711,0.0110337,1,0.777778,9,0.202405,3,0.997246,0.998325
B1_05,B1,70,280.0,9,9,0,0,100.000000,0,0.000452,0.47422,14.4849,0.749267,0.714506,0.00390982,1,0.75,9,0.184472,3,0.9961,0.99843
B1_05,B1,71,284.0,9,9,0,0,100.000000,0,0.000166,0.427288,13.21,0.752755,0.744271,0.00995319,1,0.941176,9,0.244018,3,0.997739,0.99868
B1_05,B1,72,288.0,8,8,0,0,100.000000,0,0.000262,0.475056,14.6598,0.760863,0.684912,0.00946057,1,0.875,8,0.223405,3,0.997239,0.998134
B1_05,B1,73,292.0,9,9,0,0,100.000000,0,0.000716,0.390847,11.6853,0.743861,0.692645,0.00732147,1,1,9,0.204531,3,0.997209,0.998446
B1_05,B1,74,296.0,9,9,0,0,100.000000,0,0.000166,0.449156,11.1819,0.764849,0.718475,0.00690055,1,0.888889,9,0.23608,3,0.997445,0.998604
B1_05,B1,75,300.0,9,9,0,0,100.000000,0,0.000404,0.537421,12.6296,0.754007,0.674794,0.0102162,1,1,9,0.200449,3,0.996925,0.998183
B1_05,B1,76,304.0,9,9,0,0,100.000000,0,0.000178,0.491112,15.0084,0.762227,0.670989,0.00819469,1,1,9,0.234782,3,0.998038,0.998549
B1_05,B1,77,308.0,9,9,0,0,100.000000,0,0.000653,0.360555,12.4672,0.756813,0.751069,0.00292996,1,0.823529,9,0.201717,3,0.998087,0.998497
B1_05,B1,78,312.0,8,8,0,0,100.000000,0,0.000301,0.462316,16.7817,0.757444,0.713983,0.0062091,1,1,8,0.19095,3,0.997585,0.998638
B1_05,B1,79,316.0,9,9,0,0,100.000000,0,0.000281,0.475162,11.5922,0.771293,0.705353,0.00924934,1,0.888889,9,0.222485,3,0.997103,0.998384
B1_05,B1,80,320.0,9,9,0,0,100.000000,0,0.000281,0.474603,11.2533,0.771504,0.718687,0.00851205,1,0.888889,9,0.223047,3,0.997351,0.99845
B1_05,B1,81,324.0,9,9,0,0,100.000000,0,0.000178,0.416299,12.5478,0.760166,0.737331,0.00625758,1,1,9,0.22047,3,0.997321,0.998575
B1_05,B1,82,328.0,9,9,0,0,100.000000,0,0.000267,0.413371,17.4239,0.740592,0.785588,0.00589254,1,0.941176,9,0.183024,3,0.997113,0.998687
B1_05,B1,83,332.0,9,9,0,0,100.000000,0,0.000166,0.420345,11.9979,0.761359,0.717272,0.00773237,1,0.888889,9,0.241668,3,0.997253,0.998616
B1_05,B1,84,336.0,9,9,0,0,100.000000,0,0.000349,0.444411,10.5462,0.74011,0.679406,0.00697765,1,0.941176,9,0.279412,3,0.994903,0.99847
B1_05,B1,85,340.0,8,8,0,0,100.000000,0,0.000162,0.537708,13.4878,0.769067,0.673411,0.00809802,1,0.875,8,0.243698,3,0.997409,0.998751
B1_05,B1,86,344.0,10,10,0,0,100.000000,0,0.000250,0.454036,10.9817,0.76371,0.721236,0.0089622,1,0.777778,10,0.230172,3,0.997167,0.998269
B1_05,B1,87,348.0,9,9,0,0,100.000000,0,0.000308,0.489111,9.92152,0.767933,0.690263,0.00882229,1,0.888889,9,0.232572,3,0.993439,0.998087
B1_05,B1,88,352.0,9,9,0,0,100.000000,0,0.004530,0.499774,11.8882,0.763894,0.710356,0.0159039,1,1,9,0.199578,3,0.997404,0.998513
B1_05,B1,89,356.0,9,9,0,0,100.000000,0,0.000166,0.492338,13.8113,0.76467,0.722476,0.00738669,1,0.888889,9,0.241121,3,0.997458,0.998608
B1_05,B1,90,360.0,9,9,0,0,100.000000,0,0.000297,0.49563,12.7127,0.762493,0.63433,0.00809802,1,0.941176,8,0.2217,3,0.996719,0.9984
B1_05,B1,91,364.0,8,8,0,0,100.000000,0,0.001486,0.505498,16.6035,0.754491,0.70077,0.0165171,1,0.941176,9,0.160124,3,0.995546,0.998474
B1_05,B1,92,368.0,9,9,0,0,100.000000,0,0.000301,0.488257,12.9704,0.767529,0.696669,0.00637033,1,0.947368,9,0.231238,3,0.997438,0.998495
B1_05,B1,93,372.0,10,10,0,0,100.000000,0,0.000394,0.502783,14.2651,0.761005,0.677434,0.0103219,1,0.888889,10,0.201377,3,0.996629,0.99857
B1_05,B1,94,376.0,9,9,0,0,100.000000,0,0.000453,0.496194,12.2741,0.762944,0.59758,0.00994823,1,0.947368,9,0.17653,3,0.997826,0.998212
B1_05,B1,95,380.0,10,10,0,0,100.000000,0,0.000442,0.44247,10.1864,0.757273,0.726837,0.00661418,1,1,10,0.205083,3,0.995764,0.998301
B1_05,B1,96,384.0,9,9,0,0,100.000000,0,0.000248,0.416095,12.7627,0.752335,0.694246,0.00321476,1,0.888889,9,0.208486,3,0.996484,0.998191
B1_05,B1,97,388.0,10,10,0,0,100.000000,0,0.003288,0.494104,9.49405,0.767945,0.703602,0.0111575,1,0.9,10,0.203815,3,0.989579,0.998031
B1_05,B1,98,392.0,9,9,0,0,100.000000,0,0.000272,0.477788,11.5121,0.747843,0.626735,0.00985515,1,1,9,0.211378,3,0.995489,0.998013
B1_05,B1,99,396.0,10,10,0,0,100.000000,0,0.000274,0.490724,11.8033,0.769998,0.661513,0.00766733,1,0.947368,10,0.212677,3,0.993355,0.998422
B1_05,B1,100,400.0,9,9,0,0,100.000000,0,0.000716,0.410443,9.7261,0.746772,0.653618,0.00462963,1,1,9,0.203396,3,0.99717,0.998481
B1_05,B1,101,404.0,9,9,0,0,100.000000,0,0.000308,0.506191,10.6557,0.7662,0.648944,0.00460829,1,0.888889,9,0.222829,3,0.99542,0.998304
B1_05,B1,102,408.0,9,9,0,0,100.000000,0,0.000356,0.562319,12.5961,0.762374,0.681043,0.00550612,1,0.888889,9,0.205397,3,0.997403,0.998565
B1_05,B1,103,412.0,9,9,0,0,100.000000,0,0.000602,0.614067,12.2127,0.767873,0.654539,0.00602677,1,0.888889,9,0.201321,3,0.996791,0.998412
B1_05,B1,104,416.0,9,9,0,0,100.000000,0,0.000558,0.53107,12.1175,0.74561,0.697997,0.0135428,1,1,9,0.238427,3,0.994978,0.998652
B1_05,B1,105,420.0,9,9,0,0,100.000000,0,0.000716,0.49871,12.9529,0.754534,0.690035,0.00704058,1,1,9,0.20229,3,0.995976,0.998408
B1_05,B1,106,424.0,9,9,0,0,100.000000,0,0.001144,0.488856,9.98734,0.720952,0.630918,0.0105156,1,0.888889,9,0.215847,3,0.995544,0.998417
B1_05,B1,107,428.0,9,9,0,0,100.000000,0,0.000168,0.573772,10.8503,0.75672,0.668199,0.00437625,1,1,9,0.21227,3,0.996565,0.998631
B1_05,B1,108,432.0,9,9,0,0,100.000000,0,0.000309,0.433279,11.584,0.728152,0.714249,0.0054068,1,1,9,0.227268,3,0.99527,0.998374
B1_05,B1,109,436.0,9,9,0,0,100.000000,0,0.000273,0.490024,8.6096,0.755966,0.682219,0.00776405,1,0.777778,9,0.23423,3,0.997066,0.998504
B1_05,B1,110,440.0,10,10,0,0,100.000000,0,0.000157,0.549362,14.9016,0.761536,0.684593,0.00752849,1,0.888889,10,0.22686,3,0.998315,0.998718
B1_05,B1,111,444.0,9,9,0,0,100.000000,0,0.000153,0.531893,12.7553,0.768964,0.67976,0.00639916,1,0.888889,9,0.214554,3,0.997406,0.998616
B1_05,B1,112,448.0,9,9,0,0,100.000000,0,0.000168,0.544297,14.0838,0.764206,0.683314,0.0077465,1,1,9,0.23697,3,0.997076,0.998648
B1_05,B1,113,452.0,9,9,0,0,100.000000,0,0.000281,0.476117,15.9717,0.756803,0.722539,0.0062349,1,0.941176,9,0.236637,3,0.997527,0.99843
B1_05,B1,114,456.0,9,9,0,0,100.000000,0,0.000229,0.535554,17.7666,0.765267,0.67961,0.0076771,1,0.941176,9,0.219161,3,0.997822,0.99827
B1_05,B1,115,460.0,9,9,0,0,100.000000,0,0.000251,0.55998,14.8172,0.76347,0.679215,0.00898896,1,1,9,0.20896,3,0.996597,0.99835
B1_05,B1,116,464.0,9,9,0,0,100.000000,0,0.000483,0.491721,16.8742,0.751381,0.65419,0.00704058,1,1,9,0.18413,3,0.997707,0.998485
B1_05,B1,117,468.0,9,9,0,0,100.000000,0,0.000265,0.494937,12.8993,0.762559,0.637249,0.0098395,1,1,9,0.237208,3,0.997661,0.998207
B1_05,B1,118,472.0,9,9,0,0,100.000000,0,0.000168,0.533778,13.6731,0.762881,0.676489,0.00597235,1,1,9,0.244723,3,0.995876,0.998686
B1_05,B1,119,476.0,9,9,0,0,100.000000,0,0.000168,0.533956,12.9962,0.757442,0.622876,0.00843709,1,1,9,0.229856,3,0.996254,0.998637
B1_05,B1,120,480.0,9,9,0,0,100.000000,0,0.001158,0.503157,13.4744,0.759673,0.674911,0.0105873,1,0.888889,9,0.261246,3,0.992283,0.998542
B1_05,B1,121,484.0,9,9,0,0,100.000000,0,0.000717,0.562417,12.9901,0.772214,0.65896,0.011134,1,0.888889,9,0.2567,3,0.99734,0.998163
B1_05,B1,122,488.0,9,9,0,0,100.000000,0,0.000308,0.482383,11.3419,0.759911,0.629003,0.00783503,1,0.888889,9,0.214791,3,0.994426,0.998303
B1_05,B1,123,492.0,9,9,0,0,100.000000,0,0.000293,0.499774,12.1075,0.747393,0.71143,0.00442627,1,1,9,0.191478,3,0.992542,0.998618
B1_05,B1,124,496.0,9,9,0,0,100.000000,0,0.000555,0.513927,13.6917,0.750933,0.604553,0.00648722,1,1,9,0.189779,3,0.997865,0.998257
B1_05,B1,125,500.0,10,10,0,0,100.000000,0,0.000246,0.529718,15.239,0.768798,0.663469,0.00520308,1,1,10,0.238079,3,0.9976,0.998407
B1_05,B1,126,504.0,9,9,0,0,100.000000,0,0.000248,0.45425,13.9551,0.766961,0.670119,0.00721965,1,0.888889,9,0.206797,3,0.997704,0.998295
B1_05,B1,127,508.0,9,9,0,0,100.000000,0,0.000853,0.437774,13.5055,0.766618,0.677925,0.0112161,1,1,9,0.236011,3,0.995443,0.998281
B1_05,B1,128,512.0,9,9,0,0,100.000000,0,0.000164,0.574455,15.2888,0.767415,0.686858,0.00549351,1,1,9,0.233484,3,0.998146,0.998637
B1_05,B1,129,516.0,9,9,0,0,100.000000,0,0.000168,0.537987,13.6395,0.766158,0.66986,0.00762442,1,1,9,0.237553,3,0.994011,0.998605
B1_05,B1,130,520.0,10,10,0,0,100.000000,0,0.000170,0.511534,10.6986,0.757158,0.64911,0.0100096,1,0.842105,10,0.233876,3,0.996531,0.998804
B1_05,B1,131,524.0,9,9,0,0,100.000000,0,0.000263,0.588908,13.1952,0.760517,0.697472,0.00398173,1,1,9,0.190507,3,0.997333,0.998736
B1_05,B1,132,528.0,9,9,0,0,100.000000,0,0.000275,0.522436,12.5406,0.760116,0.636531,0.00765964,1,0.888889,9,0.219665,3,0.997513,0.998541
B1_05,B1,133,532.0,9,9,0,0,100.000000,0,0.000356,0.536418,13.5188,0.756919,0.650849,0.00769519,1,0.888889,9,0.202131,3,0.997261,0.998781
B1_05,B1,134,536.0,9,9,0,0,100.000000,0,0.000344,0.533964,14.4063,0.756634,0.612051,0.00723638,1,1,9,0.170274,3,0.996885,0.998189
B1_05,B1,135,540.0,10,10,0,0,100.000000,0,0.000522,0.474558,14.9874,0.761156,0.611531,0.00583181,1,0.947368,10,0.180514,3,0.99747,0.998442
B1_05,B1,136,544.0,9,9,0,0,100.000000,0,0.000294,0.578921,11.6154,0.760225,0.578047,0.0101135,1,0.941176,9,0.207488,3,0.996651,0.998701
B1_05,B1,137,548.0,9,9,0,0,100.000000,0,0.000704,0.601083,10.2788,0.766321,0.576215,0.00469484,1,0.888889,9,0.17724,3,0.995446,0.997955
B1_05,B1,138,552.0,10,10,0,0,100.000000,0,0.000622,0.539502,10.647,0.756559,0.662675,0.0121392,1,0.9,10,0.228465,3,0.992762,0.998651
B1_05,B1,139,556.0,10,10,0,0,100.000000,0,0.000810,0.590514,12.1411,0.759382,0.661776,0.0119803,1,1,10,0.236328,3,0.99369,0.998111
B1_05,B1,140,560.0,10,10,0,0,100.000000,0,0.000303,0.497371,10.5362,0.748876,0.743632,0.00942424,1,1,10,0.2591,3,0.997589,0.998382
B1_05,B1,141,564.0,11,11,0,0,100.000000,0,0.000327,0.466019,10.6339,0.754549,0.664356,0.00900599,1,1,11,0.227391,3,0.991406,0.998488
B1_05,B1,142,568.0,10,10,0,0,100.000000,0,0.001628,0.603871,13.4022,0.780623,0.677028,0.0154799,1,1,10,0.19423,3,0.997284,0.998296
B1_05,B1,143,572.0,9,9,0,0,100.000000,0,0.000427,0.467067,17.5373,0.753094,0.701441,0.00468317,1,1,9,0.2053,3,0.997752,0.998349
B1_05,B1,144,576.0,10,10,0,0,100.000000,0,0.000703,0.487401,15.2504,0.767015,0.675616,0.00922996,1,1,10,0.205535,3,0.997818,0.998381
B1_05,B1,145,580.0,10,10,0,0,100.000000,0,0.000380,0.621712,6.72477,0.756008,0.673543,0.00897913,1,0.947368,10,0.1759,3,0.992425,0.998093
B1_05,B1,146,584.0,9,9,0,0,100.000000,0,0.000473,0.664276,9.85413,0.776774,0.746731,0.00473934,1,1,9,0.14877,3,0.996659,0.998389
B1_05,B1,147,588.0,9,9,0,0,100.000000,0,0.000368,0.515971,13.3537,0.770596,0.673959,0.00938967,1,0.888889,9,0.201411,3,0.996942,0.998213
B1_05,B1,148,592.0,10,10,0,0,100.000000,0,0.000266,0.523536,10.0132,0.731203,0.675012,0.00780092,1,1,10,0.171257,3,0.993202,0.998262
B1_05,B1,149,596.0,10,10,0,0,100.000000,0,0.000358,0.579443,12.1357,0.771038,0.657057,0.00475759,1,0.947368,10,0.191044,3,0.995818,0.998313
B1_05,B1,150,600.0,9,9,0,0,100.000000,0,0.000393,0.554791,16.1536,0.753066,0.643608,0.0067991,1,1,9,0.189366,3,0.997572,0.998228
B1_05,B1,151,604.0,10,10,0,0,100.000000,0,0.000326,0.608966,14.3069,0.762121,0.709358,0.00796097,1,1,10,0.177829,3,0.997813,0.99829
B1_05,B1,152,608.0,9,9,0,0,100.000000,0,0.000273,0.575127,13.4581,0.765104,0.719495,0.00458341,1,0.888889,9,0.15217,3,0.996264,0.998004
B1_05,B1,153,612.0,10,10,0,0,100.000000,0,0.000346,0.549393,10.5112,0.765127,0.615506,0.00597345,1,0.9,10,0.177126,3,0.99527,0.998183
B1_05,B1,154,616.0,9,9,0,0,100.000000,0,0.000540,0.637864,11.4718,0.75836,0.72111,0.00628444,1,0.888889,9,0.18484,3,0.997249,0.998235
B1_05,B1,155,620.0,10,10,0,0,100.000000,0,0.000266,0.563917,13.7482,0.761807,0.718502,0.00597345,1,1,10,0.146197,3,0.997265,0.998053
B1_05,B1,156,624.0,9,9,0,0,100.000000,0,0.000622,0.69208,16.7779,0.768539,0.670031,0.00742568,1,1,9,0.15369,3,0.997927,0.998177
B1_05,B1,157,628.0,10,10,0,0,100.000000,0,0.000257,0.616917,9.71729,0.766279,0.68279,0.00475759,1,0.9,10,0.179628,3,0.99539,0.99899
B1_05,B1,158,632.0,9,9,0,0,100.000000,0,0.000592,0.641753,14.9006,0.756062,0.704819,0.00744338,1,1,9,0.187574,3,0.997263,0.998065
B1_05,B1,159,636.0,10,10,0,0,100.000000,0,0.000449,0.605334,15.0226,0.762475,0.722083,0.00535049,1,1,10,0.185893,3,0.997877,0.998404
B1_05,B1,160,640.0,9,9,0,0,100.000000,0,0.000328,0.58028,12.5972,0.742387,0.713366,0.00666798,1,0.941176,9,0.119882,3,0.996805,0.998543
B1_05,B1,161,644.0,10,10,0,0,100.000000,0,0.000381,0.622535,13.3651,0.759449,0.650659,0.00701189,1,1,10,0.160347,3,0.997369,0.998167
B1_05,B1,162,648.0,9,9,0,0,100.000000,0,0.000403,0.576376,15.8091,0.758392,0.705246,0.00631444,1,1,9,0.184859,3,0.993546,0.998204
B1_05,B1,163,652.0,10,10,0,0,100.000000,0,0.000459,0.570035,10.6442,0.77017,0.691593,0.00471247,1,0.9,10,0.197653,3,0.995972,0.998379
B1_05,B1,164,656.0,9,9,0,0,100.000000,0,0.000406,0.688861,12.4498,0.758625,0.693631,0.00670243,1,1,9,0.165465,3,0.997329,0.998023
B1_05,B1,165,660.0,10,10,0,0,100.000000,0,0.000294,0.559426,13.8708,0.74734,0.688738,0.00788547,1,0.947368,10,0.162295,3,0.997346,0.998471
B1_05,B1,166,664.0,9,8,0,1,94.117647,0,0.000832,0.48308,4.72325,0.762385,0.681877,0.00689989,1,0.666667,8,0.111268,3,0.971632,0.998034
B1_05,B1,167,668.0,10,6,2,4,66.666667,1,0.975501,0.506584,2.83452,0.776775,0.743159,0.255966,0.857143,0.470588,8,0.0570609,3,0.946431,0.997868
B1_05,B1,168,672.0,9,9,0,0,100.000000,0,0.000284,0.612402,11.0105,0.768057,0.682082,0.00907022,1,0.888889,9,0.237686,3,0.994741,0.998317
B1_05,B1,169,676.0,10,10,0,0,100.000000,0,0.000266,0.520025,14.509,0.759981,0.679412,0.00448957,1,1,10,0.164394,3,0.99582,0.99823
